data_period,city_admin,subdistrict,ward,water_height_cm,people_affected,max_evacuees,deaths,max_water_cm
201604,JAKARTA TIMUR,Kramat Jati,BATU AMPAR,50,0,0.0,0,50.0
201604,JAKARTA TIMUR,Kramat Jati,CAWANG,80 - 360,5899,85.0,0,360.0
201604,JAKARTA TIMUR,Kramat Jati,CILILITAN,20 - 200,1067,129.0,0,200.0
201604,JAKARTA TIMUR,Kramat Jati,DUKUH,30 - 150,861,0.0,0,150.0
201604,JAKARTA TIMUR,Kramat Jati,KAMPUNG TENGAH,100,0,0.0,0,100.0
201604,JAKARTA TIMUR,Kramat Jati,KRAMAT JATI,20,40,40.0,0,20.0
201604,JAKARTA TIMUR,Makasar,CIPINANG MELAYU,20 - 180,600,600.0,0,180.0
201604,JAKARTA TIMUR,Makasar,HALIM PERDANA KUSUMA,50 - 100,0,0.0,0,100.0
201604,JAKARTA TIMUR,Pasar Rebo,GEDONG,30 - 40,0,0.0,0,40.0
201604,JAKARTA TIMUR,Pasar Rebo,PEKAYON,50 - 60,0,0.0,0,60.0
201604,JAKARTA UTARA,Pademangan,PADEMANGAN BARAT,30 - 40,0,0.0,0,40.0
201604,JAKARTA PUSAT,Gambir,GAMBIR,30,0,0.0,0,30.0
201608,JAKARTA BARAT,Grogol Petamburan,WIJAYA KESUMA,10 - 100,0,0.0,0,100.0
201608,JAKARTA BARAT,Kebon Jeruk,KEDOYA SELATAN,30,0,0.0,0,30.0
201608,JAKARTA BARAT,Kembangan,KEMBANGAN UTARA,50 - 60,94,0.0,0,60.0
201608,JAKARTA SELATAN,Cilandak,CIPETE SELATAN,10 - 60,0,0.0,0,60.0
201608,JAKARTA SELATAN,Cilandak,GANDARIA SELATAN,10 - 100,0,0.0,0,100.0
201608,JAKARTA SELATAN,Cilandak,PONDOK LABU,20 - 80,21514,0.0,0,80.0
201608,JAKARTA SELATAN,Kebayoran Baru,KRAMAT PELA,10 - 30,0,0.0,0,30.0
201608,JAKARTA SELATAN,Kebayoran Baru,PETOGOGAN,30 - 100,10108,8.0,0,100.0
201608,JAKARTA SELATAN,Kebayoran Lama,PONDOK PINANG,10 - 100,5,5.0,0,100.0
201608,JAKARTA SELATAN,Mampang Prapatan,BANGKA,50 - 100,0,0.0,0,100.0
201608,JAKARTA SELATAN,Mampang Prapatan,MAMPANG PRAPATAN,10 - 30,0,0.0,0,30.0
201608,JAKARTA SELATAN,Mampang Prapatan,PELA MAMPANG,30 - 50,0,0.0,0,50.0
201608,JAKARTA SELATAN,Pasar Minggu,JATI PADANG,10 - 70,140,140.0,0,70.0
201608,JAKARTA SELATAN,Pasar Minggu,RAGUNAN,20 - 120,0,0.0,0,120.0
201608,JAKARTA SELATAN,Pesanggrahan,PESANGGRAHAN,50,0,0.0,0,50.0
201608,JAKARTA SELATAN,Pesanggrahan,ULUJAMI,10 - 50,0,0.0,0,50.0
201608,JAKARTA TIMUR,Ciracas,CIBUBUR,10 - 75,0,0.0,0,75.0
201608,JAKARTA TIMUR,Ciracas,CIRACAS,20 - 70,0,0.0,0,70.0
201608,JAKARTA TIMUR,Ciracas,KELAPA DUA WETAN,20 - 80,60,0.0,0,80.0
201608,JAKARTA TIMUR,Ciracas,RAMBUTAN,10 - 100,0,45.0,0,100.0
201608,JAKARTA TIMUR,Kramat Jati,DUKUH,30 - 50,0,0.0,0,50.0
201608,JAKARTA TIMUR,Makasar,HALIM PERDANA KUSUMA,10 - 50,0,0.0,0,50.0
201608,JAKARTA TIMUR,Makasar,KEBON PALA,10,0,0.0,0,10.0
201608,JAKARTA TIMUR,Pasar Rebo,CIJANTUNG,20 - 80,0,0.0,0,80.0
201608,JAKARTA TIMUR,Pasar Rebo,KALISARI,30 - 100,0,0.0,0,100.0
201608,JAKARTA TIMUR,Pasar Rebo,PEKAYON,50 - 100,0,0.0,0,100.0
