waterway,name,geometry_wkt
river,Cipinang,"LINESTRING (106.875234 -6.279886, 106.875525 -6.27973, 106.875766 -6.279687, 106.876022 -6.27953, 106.876195 -6.279474, 106.876264 -6.279363, 106.87616 -6.27926, 106.876092 -6.278979, 106.876108 -6.278746, 106.876115 -6.278645, 106.876186 -6.278603, 106.876332 -6.278518, 106.876607 -6.278501, 106.87683 -6.27845, 106.87689 -6.278347, 106.876864 -6.278143, 106.876796 -6.277972, 106.876871 -6.277908, 106.876841 -6.277826, 106.876913 -6.277781, 106.877088 -6.277749, 106.877171 -6.277642, 106.877152 -6.277546, 106.877136 -6.277421, 106.877163 -6.277338, 106.87723 -6.277293, 106.877361 -6.277421, 106.877455 -6.277426, 106.877631 -6.277309, 106.877758 -6.277152, 106.877714 -6.277084, 106.877473 -6.277, 106.877454 -6.276954, 106.877463 -6.276807, 106.87762 -6.276731, 106.877646 -6.276638, 106.877643 -6.276463, 106.877571 -6.276233, 106.877583 -6.276095, 106.877807 -6.275654, 106.878201 -6.275801, 106.878578 -6.275918, 106.878696 -6.276003, 106.87876 -6.276099, 106.878846 -6.276217, 106.879055 -6.276347, 106.879004 -6.276457, 106.878956 -6.276683, 106.879098 -6.276744, 106.879417 -6.276592, 106.879541 -6.27656, 106.879656 -6.27655, 106.879683 -6.276579, 106.879669 -6.276888, 106.879726 -6.277056, 106.879978 -6.277032, 106.880042 -6.276862, 106.880056 -6.276683, 106.880155 -6.276654, 106.880243 -6.2768, 106.880404 -6.27684, 106.88053 -6.276838, 106.880678 -6.276912, 106.880799 -6.276816, 106.880796 -6.276718, 106.880659 -6.27656, 106.88064 -6.276417, 106.880664 -6.276254, 106.88071 -6.276115, 106.880782 -6.276129, 106.880866 -6.276251, 106.880965 -6.276337, 106.881142 -6.276321, 106.881204 -6.276091, 106.881265 -6.276001, 106.881354 -6.276033, 106.881424 -6.276134, 106.881517 -6.276198, 106.88159 -6.276049, 106.881595 -6.275905, 106.881542 -6.275793, 106.881598 -6.275654, 106.881689 -6.275555, 106.881654 -6.275507, 106.881539 -6.275433, 106.88156 -6.275334, 106.881638 -6.275062, 106.881625 -6.274617, 106.881633 -6.274286, 106.881708 -6.274041, 106.881778 -6.273926, 106.881912 -6.273833, 106.88199 -6.273625, 106.882081 -6.273628, 106.882231 -6.273657, 106.882276 -6.273564, 106.882263 -6.273318, 106.882295 -6.273095, 106.882354 -6.272948, 106.882311 -6.272647, 106.88214 -6.272471, 106.881552 -6.272676, 106.880023 -6.273369, 106.878519 -6.274092, 106.878194 -6.27419, 106.877778 -6.274129, 106.877438 -6.273702, 106.877121 -6.27294, 106.877096 -6.272495, 106.877214 -6.272066, 106.877415 -6.271618, 106.877532 -6.27121, 106.877606 -6.270928, 106.877652 -6.270624, 106.877657 -6.270522, 106.87769 -6.27047, 106.877872 -6.270305, 106.878286 -6.269841, 106.878573 -6.269545, 106.878743 -6.269334, 106.878779 -6.2692, 106.878764 -6.269038, 106.878637 -6.268901, 106.878467 -6.268859, 106.878371 -6.268595, 106.878424 -6.268426, 106.878552 -6.268289, 106.878634 -6.268222, 106.878626 -6.268099, 106.878594 -6.26793, 106.878669 -6.267803, 106.878839 -6.267761, 106.878881 -6.267571, 106.878913 -6.267434, 106.878941 -6.267243, 106.878945 -6.266989, 106.878958 -6.266818, 106.879012 -6.266598, 106.879136 -6.266483, 106.879202 -6.266275, 106.879136 -6.266146, 106.878924 -6.266019, 106.878848 -6.265722, 106.87869 -6.2655, 106.87859 -6.265473, 106.878524 -6.265407, 106.878573 -6.265322, 106.87874 -6.265283, 106.878756 -6.265121, 106.878732 -6.264974, 106.878775 -6.264731, 106.878881 -6.264551, 106.879112 -6.264522, 106.87932 -6.264198, 106.879083 -6.263918, 106.879094 -6.263717, 106.879317 -6.263612, 106.879558 -6.263433, 106.879457 -6.263222, 106.879292 -6.263122, 106.879274 -6.262928, 106.87934 -6.262868, 106.879478 -6.262847, 106.87959 -6.262779, 106.879653 -6.262615, 106.87969 -6.262388, 106.879728 -6.262214, 106.879776 -6.262092, 106.87985 -6.261955, 106.879988 -6.261902, 106.880062 -6.261786, 106.880158 -6.261538, 106.880248 -6.26138, 106.880285 -6.261163, 106.880275 -6.260968, 106.88036 -6.260915, 106.880476 -6.260862, 106.880551 -6.26072, 106.880623 -6.260589, 106.88074 -6.260262, 106.880846 -6.259934, 106.880944 -6.259692, 106.881122 -6.259523, 106.881271 -6.259386, 106.881332 -6.259363, 106.881439 -6.259374, 106.88165 -6.259403, 106.881853 -6.259423, 106.881961 -6.259386, 106.881978 -6.259302, 106.881914 -6.259201, 106.881721 -6.258971, 106.881738 -6.258879, 106.881855 -6.25871, 106.881993 -6.258573, 106.882112 -6.258431, 106.882264 -6.258299, 106.882344 -6.25815, 106.88219 -6.258016, 106.882124 -6.257977, 106.882099 -6.257876, 106.882132 -6.257806, 106.882184 -6.25776, 106.882322 -6.25757, 106.882422 -6.257409, 106.882545 -6.257211, 106.882538 -6.257097, 106.88246 -6.256936, 106.882322 -6.256841, 106.882216 -6.256704, 106.882237 -6.256567, 106.882323 -6.256534, 106.882397 -6.256472, 106.882421 -6.256349, 106.882381 -6.256205, 106.88225 -6.256073, 106.882155 -6.255978, 106.882078 -6.255828, 106.88212 -6.255638, 106.882099 -6.255501, 106.881759 -6.254814, 106.881218 -6.253769, 106.881154 -6.253547, 106.881356 -6.253283, 106.881632 -6.252998, 106.881653 -6.252344, 106.881504 -6.250443, 106.881409 -6.249926, 106.881621 -6.249525, 106.881876 -6.249134, 106.881963 -6.248685, 106.881731 -6.248154, 106.88149 -6.247901)"
drain,,"LINESTRING (106.890906 -6.264846, 106.890745 -6.264713, 106.890568 -6.264499, 106.890374 -6.264206, 106.890264 -6.263998, 106.890015 -6.263412, 106.889961 -6.263348, 106.889245 -6.262964, 106.888919 -6.262842, 106.888842 -6.262684, 106.888505 -6.262804, 106.887912 -6.2619, 106.887652 -6.261762)"
river,,"LINESTRING (106.872879 -6.271244, 106.87309 -6.271223, 106.873194 -6.271181, 106.873197 -6.270912, 106.873219 -6.270804, 106.873377 -6.270254, 106.873436 -6.270118, 106.873521 -6.270048, 106.873738 -6.269981, 106.873863 -6.269923, 106.873944 -6.269854, 106.873969 -6.269764, 106.873967 -6.269595, 106.873936 -6.269435, 106.873978 -6.268981, 106.874063 -6.268612, 106.874233 -6.268137, 106.874462 -6.267589, 106.874686 -6.267546, 106.87505 -6.267488, 106.875094 -6.266832, 106.875136 -6.26612, 106.875082 -6.265636, 106.874911 -6.265254, 106.874822 -6.265002, 106.874813 -6.264797, 106.874679 -6.264473, 106.874648 -6.264072, 106.874605 -6.263608, 106.874541 -6.26328, 106.874626 -6.26309, 106.874701 -6.262763, 106.874849 -6.262319, 106.874962 -6.261945, 106.875027 -6.261583, 106.875267 -6.260116, 106.875505 -6.258665, 106.875548 -6.258473, 106.875591 -6.258168, 106.875652 -6.257425, 106.875707 -6.256438, 106.875784 -6.256021, 106.875791 -6.25598, 106.87584 -6.255575, 106.875881 -6.255385, 106.875939 -6.25527, 106.87602 -6.255106, 106.876014 -6.254962, 106.87595 -6.254826, 106.875866 -6.254662, 106.875838 -6.254562, 106.875861 -6.254354, 106.875922 -6.254153, 106.875962 -6.253974, 106.876376 -6.253531, 106.876422 -6.253157, 106.876553 -6.252605, 106.876582 -6.252449, 106.876605 -6.252308, 106.876625 -6.252161, 106.876723 -6.252061, 106.876752 -6.251989, 106.876894 -6.251589, 106.877033 -6.251091, 106.877178 -6.250541, 106.877214 -6.250316, 106.877266 -6.250097, 106.877375 -6.249616, 106.877565 -6.24891)"
river,,"LINESTRING (106.875784 -6.256021, 106.875641 -6.256026, 106.875467 -6.256018, 106.875368 -6.256012, 106.87527 -6.256009, 106.875227 -6.255989, 106.875209 -6.255928)"
river,Kali Sunter,"LINESTRING (106.90532 -6.260409, 106.905366 -6.260052, 106.905394 -6.259908, 106.905462 -6.259783, 106.905546 -6.259699, 106.905746 -6.259558, 106.905932 -6.259496, 106.906144 -6.259419, 106.906286 -6.259314, 106.906351 -6.259189, 106.906274 -6.258942, 106.906004 -6.258754, 106.905718 -6.258774, 106.905472 -6.258778, 106.905358 -6.258672, 106.90524 -6.2584, 106.905158 -6.257991, 106.905153 -6.257851, 106.905224 -6.257698, 106.905271 -6.257612, 106.905376 -6.257537, 106.905539 -6.257508, 106.905648 -6.257483, 106.90575 -6.257472, 106.905821 -6.25746, 106.905986 -6.257409, 106.906179 -6.257293, 106.906268 -6.257122, 106.906262 -6.256976, 106.906022 -6.25662, 106.905889 -6.25642, 106.905664 -6.256352, 106.905556 -6.256397, 106.905474 -6.256661, 106.905361 -6.256797, 106.905159 -6.256886, 106.904935 -6.256948, 106.904734 -6.256981, 106.904447 -6.257124, 106.904218 -6.257073, 106.903996 -6.256868, 106.903843 -6.256298, 106.903879 -6.256119, 106.904124 -6.255914, 106.904216 -6.255827, 106.904244 -6.255709, 106.904123 -6.255482, 106.903945 -6.255218, 106.903688 -6.254969, 106.903438 -6.254769, 106.903258 -6.254536, 106.903152 -6.254322, 106.903144 -6.254032, 106.903167 -6.253849, 106.903395 -6.253451, 106.903438 -6.253337, 106.90345 -6.253212, 106.903419 -6.253092, 106.902585 -6.252291, 106.901807 -6.251322, 106.90058 -6.249519, 106.900551 -6.249358, 106.900556 -6.24928, 106.900602 -6.249152, 106.900634 -6.249041, 106.900642 -6.248907, 106.900614 -6.248702, 106.900514 -6.248439, 106.900182 -6.248178, 106.900172 -6.248062, 106.900187 -6.247916, 106.90018 -6.24779, 106.900154 -6.247675, 106.900025 -6.247326, 106.899902 -6.246931, 106.899666 -6.246491, 106.899666 -6.246301, 106.899571 -6.246177, 106.899365 -6.246134, 106.899197 -6.246042, 106.89911 -6.245918, 106.899023 -6.245876, 106.898813 -6.245873, 106.898655 -6.245848, 106.898481 -6.245672, 106.898341 -6.245587, 106.898006 -6.245498, 106.897839 -6.245366, 106.897521 -6.245166, 106.897243 -6.245053, 106.896963 -6.244934, 106.896832 -6.244788, 106.896418 -6.244538, 106.896311 -6.244461, 106.896093 -6.244326, 106.894981 -6.243845, 106.894647 -6.243754, 106.894471 -6.243718, 106.894176 -6.24361, 106.893758 -6.243493, 106.893468 -6.243386, 106.893224 -6.24327, 106.893201 -6.243069, 106.893246 -6.242973, 106.893382 -6.242864, 106.893368 -6.242705, 106.89325 -6.242545, 106.893272 -6.242236, 106.893647 -6.242151, 106.893682 -6.241981, 106.893548 -6.241884, 106.893336 -6.241808, 106.893271 -6.241762, 106.893248 -6.241676, 106.893272 -6.241291, 106.893379 -6.240946, 106.893315 -6.240626, 106.893121 -6.240455, 106.892942 -6.240496, 106.892735 -6.240487, 106.892617 -6.240381, 106.892446 -6.24037, 106.892285 -6.240327, 106.892231 -6.240125, 106.892167 -6.239943, 106.892216 -6.239519)"
river,Cipinang,"LINESTRING (106.88149 -6.247901, 106.881405 -6.247823, 106.881243 -6.247674, 106.880982 -6.247392, 106.88061 -6.247094)"
river,Cipinang,"LINESTRING (106.88061 -6.247094, 106.880509 -6.247039, 106.880372 -6.246932, 106.880184 -6.246716, 106.880066 -6.246612, 106.87994 -6.246554, 106.87976 -6.246546, 106.879684 -6.24644)"
canal,Kali Malang,"LINESTRING (106.901451 -6.244797, 106.900101 -6.24435, 106.899112 -6.243994, 106.898728 -6.243772, 106.898301 -6.243454, 106.897349 -6.242655, 106.896353 -6.241855, 106.895728 -6.241315, 106.894674 -6.240401, 106.893888 -6.239868, 106.893282 -6.23964, 106.892694 -6.239538, 106.892216 -6.239519, 106.892017 -6.239509, 106.891641 -6.2395)"
canal,Kali Malang,"LINESTRING (106.880481 -6.239893, 106.879388 -6.23996, 106.878849 -6.239972, 106.878277 -6.24)"
river,Ci Liwung,"LINESTRING (106.856703 -6.272696, 106.85686 -6.27245)"
canal,Kali Baru Timur,"LINESTRING (106.870486 -6.279754, 106.870433 -6.279666, 106.870188 -6.279335, 106.870132 -6.279263, 106.870011 -6.279203, 106.869874 -6.279147, 106.86969 -6.279003, 106.869476 -6.278795, 106.869292 -6.278612, 106.86921 -6.278453, 106.869137 -6.27821, 106.869026 -6.277808, 106.868934 -6.277569, 106.868734 -6.277212, 106.868668 -6.277104, 106.868638 -6.277071, 106.868589 -6.277008, 106.868474 -6.276916, 106.868304 -6.276792, 106.868167 -6.276603, 106.868044 -6.276394, 106.867726 -6.275922, 106.867524 -6.275578, 106.867342 -6.275244, 106.867163 -6.274894, 106.867024 -6.274402, 106.866961 -6.27414, 106.866964 -6.273883, 106.867001 -6.27364, 106.867032 -6.273419, 106.866992 -6.27314, 106.866941 -6.27284, 106.866927 -6.272434, 106.866925 -6.272178, 106.866938 -6.271818, 106.866944 -6.271484, 106.866987 -6.271222, 106.867123 -6.270854, 106.86722 -6.270532, 106.86726 -6.270363, 106.867265 -6.270236, 106.867214 -6.270086, 106.867095 -6.269945, 106.866936 -6.269741, 106.866771 -6.269487, 106.86654 -6.269128, 106.866347 -6.268801, 106.866171 -6.268518, 106.866057 -6.268284, 106.865992 -6.26801, 106.865919 -6.267641, 106.865871 -6.267389, 106.865827 -6.26686, 106.865787 -6.266354, 106.865764 -6.266115, 106.865743 -6.265916, 106.865721 -6.265667, 106.865657 -6.26512, 106.865656 -6.265085, 106.865636 -6.264879, 106.865625 -6.264501, 106.865573 -6.264079, 106.865463 -6.26377, 106.8653 -6.26356, 106.865192 -6.263437, 106.865144 -6.263373, 106.865019 -6.263205, 106.864903 -6.263032, 106.864722 -6.262789, 106.864506 -6.262357)"
river,Ci Liwung,"LINESTRING (106.85686 -6.27245, 106.856725 -6.272062, 106.856691 -6.271867, 106.856615 -6.271724, 106.856512 -6.271617, 106.856253 -6.271508, 106.856044 -6.271403, 106.855894 -6.271328, 106.855268 -6.270902, 106.85501 -6.270663, 106.854885 -6.270373, 106.854881 -6.269878, 106.854951 -6.26964, 106.85516 -6.269593, 106.85538 -6.269638, 106.855594 -6.270066, 106.855841 -6.270454, 106.856066 -6.27056, 106.856215 -6.270626, 106.856362 -6.270568, 106.856442 -6.270513, 106.856578 -6.27037, 106.856605 -6.270246, 106.856555 -6.270151, 106.856424 -6.269808, 106.855791 -6.26803, 106.855508 -6.267199, 106.855525 -6.266986, 106.855525 -6.266619, 106.855369 -6.26614, 106.855093 -6.26593, 106.854468 -6.265579, 106.853963 -6.265083, 106.854178 -6.264699, 106.854996 -6.264508, 106.856066 -6.264375, 106.856882 -6.264245, 106.857199 -6.264016, 106.857216 -6.263863, 106.856924 -6.263675, 106.856512 -6.263607, 106.855697 -6.263334, 106.85517 -6.263027, 106.854721 -6.262828, 106.8545 -6.262726, 106.854263 -6.262445, 106.854359 -6.262163, 106.854649 -6.261982, 106.855043 -6.261846, 106.855336 -6.261777, 106.855465 -6.261802, 106.855624 -6.262003, 106.855796 -6.262198, 106.856031 -6.262433, 106.856306 -6.262657, 106.856881 -6.262865, 106.857353 -6.262865, 106.85786 -6.262866, 106.858125 -6.262878, 106.858338 -6.262888, 106.858674 -6.262974, 106.859012 -6.262995, 106.85918 -6.262891, 106.859406 -6.262573, 106.859448 -6.262524, 106.859688 -6.261534, 106.859892 -6.260596, 106.860037 -6.259696, 106.860229 -6.259068, 106.86052 -6.258002, 106.860572 -6.25743, 106.86051 -6.257165, 106.860239 -6.256983, 106.860123 -6.257009, 106.859917 -6.257043, 106.859681 -6.257059, 106.859451 -6.257049, 106.859322 -6.256909, 106.859336 -6.256722, 106.8594 -6.256554, 106.859507 -6.256456, 106.859767 -6.256309, 106.860287 -6.256002, 106.860457 -6.25588, 106.860698 -6.25562, 106.860768 -6.25551, 106.860788 -6.255377, 106.860731 -6.255007, 106.860503 -6.254657, 106.860023 -6.254439, 106.859808 -6.254372, 106.859606 -6.254342, 106.85943 -6.254376, 106.859238 -6.254463, 106.85907 -6.254616, 106.858886 -6.254745, 106.858418 -6.255058, 106.857942 -6.25533, 106.857787 -6.25528, 106.857621 -6.254995, 106.857594 -6.253856, 106.857681 -6.253522, 106.857887 -6.25295)"
river,,"LINESTRING (106.875267 -6.260116, 106.874532 -6.260093, 106.874344 -6.260073, 106.874139 -6.259998, 106.873792 -6.25996, 106.873587 -6.259932, 106.873572 -6.25993)"
river,,"LINESTRING (106.873572 -6.25993, 106.872926 -6.259791)"
river,,"LINESTRING (106.872926 -6.259791, 106.872785 -6.259694, 106.872625 -6.259689, 106.872401 -6.259693, 106.872169 -6.259632)"
river,,"LINESTRING (106.875209 -6.255928, 106.875209 -6.255877, 106.875166 -6.255851, 106.875102 -6.255808, 106.875067 -6.255744, 106.87507 -6.255675, 106.875038 -6.255635, 106.874972 -6.255621, 106.874891 -6.2556, 106.874871 -6.255563, 106.874847 -6.255474, 106.87483 -6.255307, 106.87481 -6.255224, 106.874787 -6.25518, 106.874755 -6.255169, 106.874706 -6.255103, 106.874659 -6.255005, 106.874624 -6.254956, 106.874436 -6.254979, 106.874266 -6.254999, 106.874054 -6.255016, 106.873935 -6.255002)"
river,Ci Liwung,"LINESTRING (106.857887 -6.25295, 106.857955 -6.252694, 106.858342 -6.25213, 106.858728 -6.251764, 106.858986 -6.251523, 106.859227 -6.251348, 106.859317 -6.251295, 106.85953 -6.251176, 106.859607 -6.251146, 106.860187 -6.250996, 106.860409 -6.251034, 106.860526 -6.251166, 106.860631 -6.251396, 106.860792 -6.252051, 106.860892 -6.252535, 106.861069 -6.253713, 106.861091 -6.253831, 106.86118 -6.253954, 106.861328 -6.254033, 106.862147 -6.25387, 106.86263 -6.253617, 106.862911 -6.253228, 106.862944 -6.253133, 106.862917 -6.25294, 106.862822 -6.252574, 106.862221 -6.251141, 106.862195 -6.250526, 106.862412 -6.250297, 106.863155 -6.249987, 106.863302 -6.249854, 106.863834 -6.249704, 106.863962 -6.249627, 106.864104 -6.24944, 106.864012 -6.249269, 106.863437 -6.248602, 106.862807 -6.247772, 106.862118 -6.246525, 106.861987 -6.245991, 106.861989 -6.245732, 106.86204 -6.245545, 106.862144 -6.245195, 106.862251 -6.244807, 106.862396 -6.244404, 106.862497 -6.244044, 106.862552 -6.243478)"
river,,"LINESTRING (106.862552 -6.243478, 106.862556 -6.242686)"
river,Ci Liwung,"LINESTRING (106.862556 -6.242686, 106.862545 -6.242519, 106.862564 -6.241572, 106.862738 -6.240311, 106.862861 -6.239733, 106.862928 -6.239417, 106.863011 -6.239025, 106.863572 -6.237506, 106.863982 -6.237142, 106.864453 -6.236858, 106.864697 -6.236771, 106.864968 -6.236756, 106.865268 -6.236773, 106.865459 -6.236996)"
canal,Kali Baru Barat,"LINESTRING (106.842844 -6.243661, 106.842916 -6.243523, 106.84356 -6.242424)"
canal,Kali Baru Barat,"LINESTRING (106.84356 -6.242424, 106.843775 -6.242198, 106.84432 -6.241566)"
canal,Kali Baru Barat,"LINESTRING (106.84432 -6.241566, 106.844356 -6.241512)"
river,,"LINESTRING (106.83528 -6.241397, 106.83458 -6.241225)"
river,,"LINESTRING (106.83458 -6.241225, 106.834781 -6.240535)"
river,Mampang,"LINESTRING (106.821359 -6.240661, 106.821221 -6.240452)"
canal,Kali Baru Barat,"LINESTRING (106.844356 -6.241512, 106.844605 -6.241138, 106.845131 -6.240199, 106.845303 -6.239751, 106.845346 -6.239591, 106.845324 -6.239367, 106.845152 -6.239058, 106.844712 -6.238407)"
canal,Kali Baru Barat,"LINESTRING (106.844712 -6.238407, 106.84461 -6.238241)"
canal,Kali Baru Barat,"LINESTRING (106.84461 -6.238241, 106.844538 -6.238105)"
canal,Kali Baru Barat,"LINESTRING (106.844538 -6.238105, 106.844507 -6.238042)"
canal,Kali Malang,"LINESTRING (106.880968 -6.239875, 106.880481 -6.239893)"
canal,Kali Malang,"LINESTRING (106.889942 -6.23944, 106.88901 -6.239497, 106.887891 -6.239549, 106.88569 -6.239617, 106.885236 -6.239654, 106.884191 -6.239715, 106.883554 -6.239745, 106.880968 -6.239875)"
canal,Kali Malang,"LINESTRING (106.891641 -6.2395, 106.89074 -6.239456, 106.889942 -6.23944)"
drain,Sodetan Ciliwung,"LINESTRING (106.876896 -6.231687, 106.877037 -6.231658, 106.877098 -6.231602, 106.877191 -6.231112)"
river,Cipinang,"LINESTRING (106.879112 -6.246636, 106.879183 -6.246694, 106.879239 -6.246702, 106.879287 -6.246678, 106.87951 -6.24656, 106.879684 -6.24644, 106.879739 -6.246334, 106.879797 -6.246224, 106.879864 -6.246003, 106.879898 -6.245792, 106.879809 -6.24562, 106.879546 -6.245439, 106.879505 -6.245337, 106.879501 -6.24514, 106.879501 -6.245132, 106.879511 -6.244858, 106.87945 -6.24462, 106.879342 -6.244453, 106.879264 -6.244368, 106.87916 -6.244257, 106.879132 -6.244211, 106.879068 -6.244103, 106.87909 -6.244003, 106.87917 -6.243864, 106.879297 -6.243694, 106.879445 -6.242869, 106.879414 -6.242737, 106.879358 -6.242586, 106.879343 -6.242378, 106.879376 -6.242199, 106.87945 -6.241801, 106.879221 -6.241325, 106.878916 -6.241138, 106.878849 -6.239972, 106.878849 -6.239911, 106.878828 -6.237938, 106.878593 -6.23693, 106.878531 -6.236417, 106.878209 -6.234791, 106.877465 -6.232199, 106.877324 -6.23145, 106.877284 -6.231358, 106.877228 -6.23123, 106.877191 -6.231112, 106.877171 -6.230938, 106.877172 -6.23076, 106.877282 -6.2305, 106.877767 -6.229848, 106.878108 -6.229469, 106.87835 -6.229132, 106.878096 -6.229049, 106.877826 -6.229035, 106.877678 -6.22895, 106.877342 -6.228733, 106.877118 -6.228784, 106.877029 -6.228762, 106.876918 -6.228722, 106.876845 -6.228683, 106.876782 -6.228627, 106.876766 -6.228551, 106.876788 -6.228419, 106.876824 -6.228317, 106.876859 -6.228276, 106.877013 -6.228217, 106.877208 -6.228159, 106.87738 -6.228166, 106.877471 -6.228153, 106.87754 -6.228115, 106.877574 -6.228077, 106.877492 -6.228013, 106.877392 -6.227921, 106.877308 -6.227836, 106.87724 -6.227774, 106.877164 -6.227692, 106.877054 -6.227564, 106.877002 -6.227538, 106.876947 -6.227546, 106.876859 -6.227592, 106.876815 -6.227734, 106.876697 -6.2278, 106.876605 -6.227788, 106.876552 -6.227663, 106.876522 -6.227179, 106.876425 -6.226832, 106.876351 -6.226423, 106.876366 -6.226047, 106.876477 -6.225434, 106.876582 -6.22527, 106.876768 -6.225184, 106.876968 -6.225112, 106.877184 -6.22494, 106.877264 -6.224756, 106.877287 -6.224707, 106.877308 -6.224664, 106.877359 -6.224557, 106.877419 -6.224432, 106.87738 -6.22424, 106.877352 -6.224038, 106.877476 -6.223559, 106.877832 -6.223391, 106.878032 -6.223258, 106.878168 -6.223137, 106.878239 -6.22302, 106.87833 -6.222871, 106.878335 -6.222866, 106.87841 -6.222796, 106.878573 -6.22278, 106.878718 -6.222826, 106.878817 -6.222898, 106.878944 -6.223052, 106.879118 -6.223341, 106.87923 -6.223353, 106.879339 -6.223365, 106.879472 -6.223379, 106.87961 -6.223394, 106.879768 -6.223387, 106.879785 -6.223246, 106.879772 -6.223094, 106.879764 -6.222995, 106.879789 -6.222908, 106.879984 -6.222781, 106.880112 -6.222698, 106.880328 -6.222507, 106.880438 -6.222411, 106.880533 -6.222367, 106.880702 -6.222288, 106.880782 -6.22225, 106.880884 -6.222203, 106.880912 -6.222085, 106.880957 -6.221894, 106.880988 -6.221763, 106.881011 -6.221564, 106.881019 -6.22146, 106.881016 -6.221306, 106.881014 -6.221258, 106.88097 -6.220964, 106.881012 -6.220823, 106.88114 -6.220583, 106.881839 -6.220719, 106.882021 -6.220516, 106.882042 -6.220106, 106.882141 -6.22005, 106.882254 -6.220002, 106.882349 -6.219975, 106.882459 -6.220023, 106.882985 -6.219934, 106.883276 -6.219915, 106.883434 -6.2199, 106.883551 -6.219972, 106.883724 -6.22012, 106.883779 -6.220109, 106.883808 -6.220076, 106.883802 -6.219824, 106.883836 -6.2197, 106.883916 -6.21964, 106.884054 -6.219643, 106.884243 -6.219687, 106.884444 -6.219805, 106.884527 -6.219972, 106.884624 -6.2201, 106.88477 -6.220216, 106.885327 -6.220141, 106.885374 -6.219691, 106.885752 -6.21921, 106.885649 -6.218985, 106.885579 -6.218795, 106.88564 -6.218526, 106.885601 -6.218403, 106.885568 -6.218327, 106.885545 -6.21816, 106.88563 -6.2181, 106.885793 -6.217967, 106.885894 -6.217899, 106.88602 -6.217847, 106.886139 -6.217833, 106.886436 -6.217764, 106.887338 -6.217609, 106.887692 -6.217364, 106.887885 -6.217012, 106.888025 -6.216905, 106.888614 -6.216846, 106.88881 -6.216885, 106.889194 -6.217054, 106.889505 -6.217054, 106.89001 -6.217172, 106.890224 -6.217193, 106.890407 -6.217118, 106.890718 -6.216932, 106.891002 -6.216724, 106.891175 -6.216573, 106.891487 -6.216106, 106.89175 -6.215602, 106.891976 -6.215298, 106.892136 -6.21521, 106.892385 -6.215179, 106.892481 -6.215131, 106.89253 -6.214969, 106.892405 -6.214116, 106.89237 -6.213791, 106.89237 -6.213548)"
river,Kanal Banjir Timur,"LINESTRING (106.87835 -6.229132, 106.878561 -6.228997)"
river,,"LINESTRING (106.878961 -6.228829, 106.878561 -6.228997)"
