data_period,city_admin,subdistrict,ward,water_height_cm,people_affected,max_evacuees,deaths,max_water_cm
202001,JAKARTA SELATAN,Cilandak,LEBAK BULUS,31 S/D 70 CM,91,1,0,70.0
202001,JAKARTA SELATAN,Cilandak,PONDOK LABU,31 S/D 70 CM,134,5,0,70.0
202001,JAKARTA SELATAN,Jagakarsa,JAGAKARSA,31 S/D 70 CM,235,1,0,70.0
202001,JAKARTA SELATAN,Jagakarsa,TANJUNG BARAT,31 S/D 70 CM,0,0,0,70.0
202001,JAKARTA SELATAN,Jagakarsa,CIGANJUR,30 S/D 100 CM,150,3,0,100.0
202001,JAKARTA SELATAN,Jagakarsa,SRENGSENG SAWAH,10 S/D 30 CM,372,8,0,30.0
202001,JAKARTA SELATAN,Jagakarsa,LENTENG AGUNG,10 S/D 30 CM,507,4,0,30.0
202001,JAKARTA SELATAN,Jagakarsa,CIPEDAK,10 S/D 30 CM,175,1,0,30.0
202001,JAKARTA SELATAN,Kebayoran Baru,GUNUNG,71 S/D 150 CM,40,1,0,150.0
202001,JAKARTA SELATAN,Kebayoran Baru,KRAMAT PELA,71 S/D 150 CM,52,1,0,150.0
202001,JAKARTA SELATAN,Kebayoran Baru,PETOGOGAN,71 S/D 150 CM,0,0,0,150.0
202001,JAKARTA SELATAN,Kebayoran Baru,PULO,30 S/D 150 CM,16,1,0,150.0
202001,JAKARTA SELATAN,Kebayoran Baru,RAWA BARAT,71 S/D 150 CM,99,1,0,150.0
202001,JAKARTA SELATAN,Kebayoran Baru,CIPETE UTARA,10 S/D 70 CM,231,3,0,70.0
202001,JAKARTA SELATAN,Kebayoran Lama,CIPULIR,30 S/D 150 CM,675,5,0,150.0
202001,JAKARTA SELATAN,Kebayoran Lama,GROGOL SELATAN,31 S/D 70 CM,250,1,0,70.0
202001,JAKARTA SELATAN,Kebayoran Lama,GROGOL UTARA,20 S/D 60 CM,0,0,0,60.0
202001,JAKARTA SELATAN,Kebayoran Lama,KEBAYORAN LAMA SELATAN,71 S/D 150 CM,55,2,0,150.0
202001,JAKARTA SELATAN,Kebayoran Lama,KEBAYORAN LAMA UTARA,31 S/D 70 CM,700,1,0,70.0
202001,JAKARTA SELATAN,Kebayoran Lama,PONDOK PINANG,31 S/D 150 CM,962,3,0,150.0
202001,JAKARTA SELATAN,Mampang Prapatan,BANGKA,31 S/D 150 CM,1041,5,0,150.0
202001,JAKARTA SELATAN,Mampang Prapatan,KUNINGAN BARAT,71 S/D 150 CM,816,8,0,150.0
202001,JAKARTA SELATAN,Mampang Prapatan,MAMPANG PRAPATAN,31 S/D 150 CM,797,4,0,150.0
202001,JAKARTA SELATAN,Mampang Prapatan,PELA MAMPANG,10 S/D 150 CM,1099,5,0,150.0
202001,JAKARTA SELATAN,Mampang Prapatan,TEGAL PARANG,31 S/D 150 CM,1058,6,0,150.0
202001,JAKARTA SELATAN,Pancoran,CIKOKO,71 S/D 150 CM,147,1,0,150.0
202001,JAKARTA SELATAN,Pancoran,KALIBATA,31 S/D 200 CM,3615,3,0,200.0
202001,JAKARTA SELATAN,Pancoran,PANCORAN,10 S/D 30 CM,335,4,0,30.0
202001,JAKARTA SELATAN,Pancoran,PENGADEGAN,71 S/D 200 CM,1540,5,0,200.0
202001,JAKARTA SELATAN,Pancoran,RAWAJATI,10 S/D 70 CM,405,5,0,70.0
202001,JAKARTA SELATAN,Pancoran,DUREN TIGA,10 S/D 30 CM,345,2,0,30.0
202001,JAKARTA SELATAN,Pasar Minggu,CILANDAK TIMUR,71 S/D 175 CM,440,5,0,175.0
202001,JAKARTA SELATAN,Pasar Minggu,JATI PADANG,31 S/D 70 CM,781,9,0,70.0
202001,JAKARTA SELATAN,Pasar Minggu,KEBAGUSAN,120 CM,185,5,0,120.0
202001,JAKARTA SELATAN,Pasar Minggu,PEJATEN TIMUR,31 S/D 200 CM,0,0,0,200.0
202001,JAKARTA SELATAN,Pasar Minggu,PEJATEN BARAT,60 S/D 80 CM,0,0,0,80.0
202001,JAKARTA SELATAN,Pesanggrahan,BINTARO,71 S/D 150 CM,596,2,0,150.0
202001,JAKARTA SELATAN,Pesanggrahan,PETUKANGAN UTARA,71 S/D 150 CM,150,2,0,150.0
202001,JAKARTA SELATAN,Pesanggrahan,ULUJAMI,71 S/D 200 CM,321,9,0,200.0
202001,JAKARTA SELATAN,Pesanggrahan,PETUKANGAN SELATAN,60 S/D 80 CM,0,0,0,80.0
202001,JAKARTA SELATAN,Setiabudi,GUNTUR,31 S/D 70 CM,25,2,0,70.0
202001,JAKARTA SELATAN,Setiabudi,KARET SEMANGGI,71 S/D 150 CM,325,1,0,150.0
202001,JAKARTA SELATAN,Setiabudi,KUNINGAN TIMUR,31 S/D 70 CM,269,2,0,70.0
202001,JAKARTA SELATAN,Tebet,MANGGARAI,31 S/D 150 CM,256,5,0,150.0
202001,JAKARTA SELATAN,Tebet,MANGGARAI SELATAN,71 S/D 150 CM,0,0,0,150.0
202001,JAKARTA SELATAN,Tebet,BUKIT DURI,71 S/D 200 CM,228,1,0,200.0
202001,JAKARTA SELATAN,Tebet,KEBON BARU,15 S/D 100 CM,1750,6,0,100.0
202001,JAKARTA TIMUR,Cakung,CAKUNG BARAT,31 S/D 150 CM,850,3,0,150.0
202001,JAKARTA TIMUR,Cakung,CAKUNG TIMUR,10 S/D 70 CM,658,0,0,70.0
202001,JAKARTA TIMUR,Cakung,PENGGILINGAN,10 S/D 30 CM,0,0,0,30.0
202001,JAKARTA TIMUR,Cakung,RAWA TERATE,10 S/D 200 CM,195,0,0,200.0
202001,JAKARTA TIMUR,Cakung,UJUNG MENTENG,31 S/D 70 CM,70,0,0,70.0
202001,JAKARTA TIMUR,Cakung,JATINEGARA,10 S/D 30 CM,150,0,0,30.0
202001,JAKARTA TIMUR,Cipayung,BAMBU APUS,31 S/D 150 CM,48,2,0,150.0
202001,JAKARTA TIMUR,Cipayung,CEGER,31 S/D 70 CM,80,1,0,70.0
202001,JAKARTA TIMUR,Cipayung,CIPAYUNG,31 S/D 150 CM,190,0,0,150.0
202001,JAKARTA TIMUR,Cipayung,LUBANG BUAYA,71 S/D 150 CM,0,0,0,150.0
202001,JAKARTA TIMUR,Cipayung,SETU,71 S/D 150 CM,47,1,0,150.0
202001,JAKARTA TIMUR,Ciracas,CIBUBUR,10 S/D 70 CM,20,0,0,70.0
202001,JAKARTA TIMUR,Ciracas,KELAPA DUA WETAN,10 S/D 150 CM,335,0,0,150.0
202001,JAKARTA TIMUR,Ciracas,RAMBUTAN,31 S/D 200 CM,65,0,0,200.0
202001,JAKARTA TIMUR,Ciracas,SUSUKAN,20 S/D 70 CM,1868,2,0,70.0
202001,JAKARTA TIMUR,Duren Sawit,KLENDER,10 S/D 150 CM,470,3,0,150.0
202001,JAKARTA TIMUR,Duren Sawit,MALAKA JAYA,71 S/D 150 CM,220,0,0,150.0
202001,JAKARTA TIMUR,Duren Sawit,PONDOK BAMBU,31 S/D 150 CM,274,3,0,150.0
202001,JAKARTA TIMUR,Duren Sawit,PONDOK KELAPA,71 S/D 170 CM,465,7,0,170.0
202001,JAKARTA TIMUR,Duren Sawit,PONDOK KOPI,10 S/D 30 CM,220,0,0,30.0
202001,JAKARTA TIMUR,Jatinegara,BIDARA CINA,31 S/D 200 CM,3577,10,0,200.0
202001,JAKARTA TIMUR,Jatinegara,CIPINANG BESAR SELATAN,71 S/D 150 CM,279,3,0,150.0
202001,JAKARTA TIMUR,Jatinegara,CIPINANG MUARA,10 S/D 150 CM,932,2,0,150.0
202001,JAKARTA TIMUR,Jatinegara,KAMPUNG MELAYU,10 S/D 350 CM,2556,8,0,350.0
202001,JAKARTA TIMUR,Jatinegara,RAWA BUNGA,31 S/D 70 CM,4560,0,0,70.0
202001,JAKARTA TIMUR,Kramat Jati,BALE KAMBANG,31 S/D 150 CM,177,3,0,150.0
202001,JAKARTA TIMUR,Kramat Jati,BATU AMPAR,31 S/D 150 CM,24,3,0,150.0
202001,JAKARTA TIMUR,Kramat Jati,CAWANG,71 S/D 200 CM,1500,9,0,200.0
202001,JAKARTA TIMUR,Kramat Jati,CILILITAN,71 S/D 200 CM,58,1,0,200.0
202001,JAKARTA TIMUR,Kramat Jati,DUKUH,31 S/D 150 CM,1119,8,0,150.0
202001,JAKARTA TIMUR,Kramat Jati,TENGAH,10 S/D 150 CM,0,0,0,150.0
202001,JAKARTA TIMUR,Kramat Jati,KRAMAT JATI,31 S/D 150 CM,346,5,0,150.0
202001,JAKARTA TIMUR,Makasar,CIPINANG MELAYU,10 S/D 220 CM,2806,6,0,220.0
202001,JAKARTA TIMUR,Makasar,HALIM PERDANA KUSUMA,71 S/D 150 CM,300,5,0,150.0
202001,JAKARTA TIMUR,Makasar,KEBON PALA,31 S/D 70 CM,209,3,0,70.0
202001,JAKARTA TIMUR,Makasar,MAKASAR,31 S/D 150 CM,2220,11,0,150.0
202001,JAKARTA TIMUR,Makasar,PINANG RANTI,31 S/D 70 CM,120,5,0,70.0
202001,JAKARTA TIMUR,Matraman,KEBON MANGGIS,71 S/D 150 CM,949,7,0,150.0
202001,JAKARTA TIMUR,Matraman,PISANGAN BARU,31 S/D 70 CM,1200,0,0,70.0
202001,JAKARTA TIMUR,Matraman,UTAN KAYU SELATAN,31 S/D 70 CM,0,0,0,70.0
202001,JAKARTA TIMUR,Pasar Rebo,CIJANTUNG,31 S/D 70 CM,207,0,0,70.0
202001,JAKARTA TIMUR,Pasar Rebo,PEKAYON,10 S/D 30 CM,0,0,0,30.0
202001,JAKARTA TIMUR,Pasar Rebo,GEDONG,100 S/D 150 CM,100,1,0,150.0
202001,JAKARTA TIMUR,Pulo Gadung,CIPINANG,31 S/D 70 CM,2700,0,0,70.0
202001,JAKARTA TIMUR,Pulo Gadung,JATI,31 S/D 70 CM,84,0,0,70.0
202001,JAKARTA TIMUR,Pulo Gadung,KAYU PUTIH,71 S/D 150 CM,2310,4,0,150.0
202002,JAKARTA PUSAT,Johar Baru,JOHAR BARU,30 S/D 50 CM,0,0,0,50.0
202002,JAKARTA PUSAT,Johar Baru,KAMPUNG RAWA,20 CM,0,0,0,20.0
202002,JAKARTA PUSAT,Johar Baru,TANAH TINGGI,30 CM,0,0,0,30.0
202002,JAKARTA PUSAT,Kemayoran,GUNUNG SAHARI SELATAN,20 S/D 100 CM,0,0,0,100.0
202002,JAKARTA PUSAT,Kemayoran,SERDANG,30 CM,0,0,0,30.0
202002,JAKARTA PUSAT,Kemayoran,CEMPAKA BARU,20 S/D 50 CM,0,0,0,50.0
202002,JAKARTA PUSAT,Kemayoran,KEMAYORAN,20 CM,0,0,0,20.0
202002,JAKARTA PUSAT,Kemayoran,KEBON KOSONG,10 S/D 50 CM,0,0,0,50.0
202002,JAKARTA PUSAT,Kemayoran,SUMUR BATU,10 S/D 50 CM,0,0,0,50.0
202002,JAKARTA PUSAT,Sawah Besar,PASAR BARU,10 S/D 40,0,1,0,40.0
202002,JAKARTA PUSAT,Sawah Besar,KARANG ANYAR,20 CM,0,0,0,20.0
202002,JAKARTA PUSAT,Sawah Besar,MANGGA DUA SELATAN,30 CM,0,0,0,30.0
202002,JAKARTA PUSAT,Sawah Besar,GUNUNG SAHARI UTARA,30 CM,0,0,0,30.0
202002,JAKARTA PUSAT,Tanah Abang,BENDUNGAN HILIR,10 S/D 60,0,0,0,60.0
202002,JAKARTA PUSAT,Tanah Abang,KARET TENGSIN,40 S/D 80 CM,0,2,0,80.0
202002,JAKARTA PUSAT,Tanah Abang,PETAMBURAN,10 S/D 120,0,8,0,120.0
202002,JAKARTA PUSAT,Tanah Abang,KEBON MELATI,35 S/D 50 CM,0,0,0,50.0
202002,JAKARTA PUSAT,Senen,KRAMAT,10 S/D 50 CM,0,0,0,50.0
202002,JAKARTA PUSAT,Senen,KENARI,20 CM,0,0,0,20.0
202002,JAKARTA PUSAT,Menteng,KEBON SIRIH,20 S/D 90 CM,0,1,0,90.0
202002,JAKARTA PUSAT,Menteng,MENTENG,10 S/D 60 CM,0,0,0,60.0
202002,JAKARTA PUSAT,Cempaka Putih,RAWASARI,20 S/D 30 CM,0,0,0,30.0
202002,JAKARTA PUSAT,Cempaka Putih,CEMPAKA PUTIH TIMUR,30 CM,0,0,0,30.0
202002,JAKARTA PUSAT,Cempaka Putih,CEMPAKA PUTIH BARAT,20 S/D 30 CM,0,0,0,30.0
202002,JAKARTA PUSAT,Gambir,KEBON KELAPA,20 CM,0,0,0,20.0
202002,JAKARTA UTARA,Tanjung Priok,SUNTER JAYA,10 S/D 30 CM,0,0,0,30.0
202002,JAKARTA UTARA,Tanjung Priok,WARAKAS,20 CM,0,0,0,20.0
202002,JAKARTA UTARA,Tanjung Priok,TANJUNG PRIOK,10 S/D 30 CM,0,0,0,30.0
202002,JAKARTA UTARA,Tanjung Priok,KEBON BAWANG,10 S/D 30 CM,0,0,0,30.0
202002,JAKARTA UTARA,Kelapa Gading,KELAPA GADING BARAT,10 S/D 45 CM,0,0,0,45.0
202002,JAKARTA UTARA,Kelapa Gading,KELAPA GADING TIMUR,30 S/D 40 CM,271,6,0,40.0
202002,JAKARTA UTARA,Kelapa Gading,PEGANGSAAN DUA,20 S/D 70 CM,182,3,0,70.0
202002,JAKARTA UTARA,Koja,TUGU SELATAN,10 S/D 80 CM,192,1,0,80.0
202002,JAKARTA UTARA,Koja,TUGU UTARA,15 S/D 60 CM,0,0,0,60.0
202001,JAKARTA PUSAT,Johar Baru,JOHAR BARU,10 S/D 30 CM,140,1,0,30.0
202001,JAKARTA PUSAT,Kemayoran,GUNUNG SAHARI SELATAN,10 S/D 70 CM,0,0,0,70.0
202001,JAKARTA PUSAT,Kemayoran,SERDANG,10 S/D 30 CM,0,0,0,30.0
202001,JAKARTA PUSAT,Sawah Besar,PASAR BARU,10 S/D 70 CM,625,5,0,70.0
202001,JAKARTA PUSAT,Tanah Abang,BENDUNGAN HILIR,31 S/D 70 CM,195,6,0,70.0
202001,JAKARTA PUSAT,Tanah Abang,KARET TENGSIN,71 S/D 150 CM,2078,8,0,150.0
202001,JAKARTA PUSAT,Tanah Abang,PETAMBURAN,40 S/D 60 CM,0,0,0,60.0
202001,JAKARTA UTARA,Cilincing,CILINCING,10 S/D 35 CM,1121,14,0,35.0
202001,JAKARTA UTARA,Cilincing,MARUNDA,10 S/D 30 CM,0,0,0,30.0
202001,JAKARTA UTARA,Cilincing,ROROTAN,10 S/D 150 CM,150,3,0,150.0
202001,JAKARTA UTARA,Cilincing,SEMPER BARAT,10 S/D 70 CM,574,7,0,70.0
202001,JAKARTA UTARA,Cilincing,SEMPER TIMUR,10 S/D 150 CM,120,4,0,150.0
202001,JAKARTA UTARA,Cilincing,SUKA PURA,10 S/D 150 CM,278,2,0,150.0
202001,JAKARTA UTARA,Kelapa Gading,KELAPA GADING BARAT,10 S/D 30 CM,0,0,0,30.0
202001,JAKARTA UTARA,Kelapa Gading,KELAPA GADING TIMUR,10 S/D 30 CM,100,2,0,30.0
202001,JAKARTA UTARA,Kelapa Gading,PEGANGSAAN DUA,10 S/D 70 CM,210,3,0,70.0
202001,JAKARTA UTARA,Koja,TUGU SELATAN,20 S/D 50 CM,0,0,0,50.0
202001,JAKARTA UTARA,Penjaringan,KAPUK MUARA,20 S/D 40 CM,0,0,0,40.0
202001,JAKARTA UTARA,Penjaringan,PEJAGALAN,10 S/D 150 CM,1168,10,0,150.0
202001,JAKARTA UTARA,Penjaringan,PENJARINGAN,10 S/D 30 CM,0,0,0,30.0
202001,JAKARTA UTARA,Penjaringan,PLUIT,15 S/D 70 CM,0,0,0,70.0
202001,JAKARTA UTARA,Pademangan,ANCOL,10 S/D 30 CM,0,0,0,30.0
202001,JAKARTA BARAT,Cengkareng,CENGKARENG BARAT,31 S/D 70 CM,2220,20,0,70.0
202001,JAKARTA BARAT,Cengkareng,CENGKARENG TIMUR,10 S/D 70 CM,362,6,0,70.0
202001,JAKARTA BARAT,Cengkareng,DURI KOSAMBI,71 S/D 150 CM,1230,8,0,150.0
202001,JAKARTA BARAT,Cengkareng,KAPUK,31 S/D 70 CM,4461,9,0,70.0
202001,JAKARTA BARAT,Cengkareng,KEDAUNG KALI ANGKE,31 S/D 70 CM,2804,31,0,70.0
202001,JAKARTA BARAT,Cengkareng,RAWA BUAYA,31 S/D 70 CM,2133,7,0,70.0
202001,JAKARTA BARAT,Grogol Petamburan,JELAMBAR BARU,31 S/D 70 CM,60,1,0,70.0
202001,JAKARTA BARAT,Grogol Petamburan,TANJUNG DUREN UTARA,10 S/D 150 CM,85,3,0,150.0
202001,JAKARTA BARAT,Grogol Petamburan,TOMANG,31 S/D 70 CM,24,1,0,70.0
202001,JAKARTA BARAT,Grogol Petamburan,WIJAYA KUSUMA,31 S/D 70 CM,208,3,0,70.0
202001,JAKARTA BARAT,Kalideres,KALIDERES,31 S/D 70 CM,147,1,0,70.0
202001,JAKARTA BARAT,Kalideres,KAMAL,10 S/D 70 CM,0,0,0,70.0
202001,JAKARTA BARAT,Kalideres,PEGADUNGAN,10 S/D 70 CM,0,0,0,70.0
202001,JAKARTA BARAT,Kalideres,SEMANAN,31 S/D 200 CM,2112,18,0,200.0
202002,JAKARTA UTARA,Koja,RAWA BADAK SELATAN,10 S/D 30 CM,0,0,0,30.0
202002,JAKARTA UTARA,Penjaringan,KAPUK MUARA,5 S/D 70CM,0,0,0,70.0
202002,JAKARTA UTARA,Penjaringan,PEJAGALAN,5 S/D 60 CM,250,4,0,60.0
202002,JAKARTA UTARA,Penjaringan,PENJARINGAN,20 S/D 60 CM,0,1,0,60.0
202002,JAKARTA UTARA,Penjaringan,PLUIT,10 S/D 80,0,0,0,80.0
202002,JAKARTA UTARA,Pademangan,ANCOL,15 S/D 20 CM,0,0,0,20.0
202002,JAKARTA UTARA,Pademangan,PADEMANGAN BARAT,10 S/D 30 CM,0,0,0,30.0
202002,JAKARTA UTARA,Pademangan,PADEMANGAN TIMUR,15 S/D 20 CM,0,0,0,20.0
202002,JAKARTA UTARA,Ciliincing,ROROTAN,5 S/D 110,1150,7,0,110.0
202002,JAKARTA UTARA,Ciliincing,SEMPER BARAT,10 S/D 40 CM,648,6,0,40.0
202002,JAKARTA UTARA,Ciliincing,SEMPER TIMUR,10 S/D 35 CM,200,2,0,35.0
202002,JAKARTA UTARA,Ciliincing,SUKAPURA,10 CM S/D 100 CM,566,6,0,100.0
202002,JAKARTA UTARA,Ciliincing,CILINCING,10 S/D 40 CM,0,0,0,40.0
202002,JAKARTA UTARA,Ciliincing,MARUNDA,5 S/D 60 CM,417,6,0,60.0
202002,JAKARTA BARAT,Cengkareng,CENGKARENG BARAT,10 S/D 50 CM,0,0,0,50.0
202002,JAKARTA BARAT,Cengkareng,CENGKARENG TIMUR,40 S/D 70 CM,0,0,0,70.0
202002,JAKARTA BARAT,Cengkareng,DURI KOSAMBI,10 S/D 40 CM,0,2,0,40.0
202002,JAKARTA BARAT,Cengkareng,KAPUK,10 S/D 30 CM,0,4,0,30.0
202002,JAKARTA BARAT,Cengkareng,KEDAUNG KALI ANGKE,10 S/D 50 CM,0,1,0,50.0
202002,JAKARTA BARAT,Cengkareng,RAWA BUAYA,10 S/D 50 CM,0,1,0,50.0
202002,JAKARTA BARAT,Grogol Petamburan,JELAMBAR,5 S/D 20 CM,0,0,0,20.0
202002,JAKARTA BARAT,Grogol Petamburan,TANJUNG DUREN UTARA,30 S/D 50 CM,0,0,0,50.0
202002,JAKARTA BARAT,Grogol Petamburan,TANJUNG DUREN SELATAN,15 S/D 25 CM,0,0,0,25.0
202002,JAKARTA BARAT,Grogol Petamburan,TOMANG,30 S/D 50 CM,0,0,0,50.0
202002,JAKARTA BARAT,Kalideres,KALIDERES,5 S/D 15 CM,0,0,0,15.0
202002,JAKARTA BARAT,Kalideres,KAMAL,5 S/D 15 CM,0,0,0,15.0
202002,JAKARTA BARAT,Kalideres,PEGADUNGAN,5 S/D 60 CM,0,0,0,60.0
202002,JAKARTA BARAT,Kalideres,SEMANAN,10 S/D 60 CM,0,0,0,60.0
202002,JAKARTA BARAT,Kalideres,TEGAL ALUR,15 S/D 35 CM,0,2,0,35.0
202002,JAKARTA BARAT,Kebon Jeruk,DURI KEPA,10 S/D 30 CM,0,0,0,30.0
202002,JAKARTA BARAT,Kebon Jeruk,KEDOYA SELATAN,15 S/D 50 CM,0,0,0,50.0
202002,JAKARTA BARAT,Kebon Jeruk,KEDOYA UTARA,20 S/D 50 CM,0,0,0,50.0
202002,JAKARTA BARAT,Kebon Jeruk,SUKABUMI SELATAN,10 S/D 80 CM,0,0,0,80.0
202002,JAKARTA BARAT,Kebon Jeruk,KEBON JERUK,10 S/D 30 CM,0,0,0,30.0
202002,JAKARTA BARAT,Kembangan,KEMBANGAN SELATAN,20 S/D 60 CM,0,0,0,60.0
202002,JAKARTA BARAT,Kembangan,KEMBANGAN UTARA,30 S/D 80 CM,0,3,0,80.0
202002,JAKARTA BARAT,Kembangan,SRENGSENG,15 S/D 20 CM,0,0,0,20.0
202002,JAKARTA BARAT,Palmerah,JATI PULO,10 S/D 40 CM,0,0,0,40.0
202002,JAKARTA BARAT,Palmerah,KEMANGGISAN,10 S/D 40 CM,0,0,0,40.0
202002,JAKARTA BARAT,Palmerah,KOTA BAMBU SELATAN,10 S/D 50 CM,85,1,0,50.0
202002,JAKARTA BARAT,Palmerah,KOTA BAMBU UTARA,10 S/D 40 CM,0,0,0,40.0
202002,JAKARTA BARAT,Taman Sari,TANGKI,30 S/D 40 CM,0,0,0,40.0
202002,JAKARTA BARAT,Taman Sari,MANGGA BESAR,30 S/D 40 CM,0,0,0,40.0
202002,JAKARTA BARAT,Tambora,PEKOJAN,30 S/D 50 CM,0,0,0,50.0
202002,JAKARTA SELATAN,Cilandak,CILANDAK BARAT,50 S/D 80 CM,0,0,0,80.0
202002,JAKARTA SELATAN,Cilandak,CIPETE SELATAN,20 S/D 40 CM,0,0,0,40.0
202002,JAKARTA SELATAN,Cilandak,PONDOK LABU,20 CM,0,0,0,20.0
202002,JAKARTA SELATAN,Jagakarsa,TANJUNG BARAT,10 S/D 100 CM,0,0,0,100.0
202002,JAKARTA SELATAN,Jagakarsa,CIPEDAK,10 S/D 20 CM,0,0,0,20.0
202002,JAKARTA SELATAN,Kebayoran Baru,KRAMAT PELA,10 S/D 20 CM,0,0,0,20.0
202002,JAKARTA SELATAN,Kebayoran Baru,PETOGOGAN,10 S/D 35 CM,0,0,0,35.0
202002,JAKARTA SELATAN,Kebayoran Baru,PULO,10 S/D 20 CM,0,0,0,20.0
202002,JAKARTA SELATAN,Kebayoran Baru,CIPETE UTARA,10 S/D 20 CM,0,0,0,20.0
202002,JAKARTA SELATAN,Kebayoran Lama,CIPULIR,100 CM,0,0,0,100.0
202002,JAKARTA SELATAN,Kebayoran Lama,KEBAYORAN LAMA SELATAN,10 S/D 30 CM,0,0,0,30.0
202002,JAKARTA SELATAN,Kebayoran Lama,PONDOK PINANG,10 S/D 60 CM,0,0,0,60.0
202002,JAKARTA SELATAN,Mampang Prapatan,BANGKA,10 S/D 30 CM,0,0,0,30.0
202002,JAKARTA SELATAN,Mampang Prapatan,KUNINGAN BARAT,10 S/D 30 CM,0,0,0,30.0
202002,JAKARTA SELATAN,Mampang Prapatan,MAMPANG PRAPATAN,120 CM,0,0,0,120.0
202002,JAKARTA SELATAN,Mampang Prapatan,PELA MAMPANG,10 S/D 30 CM,0,0,0,30.0
202002,JAKARTA SELATAN,Pancoran,CIKOKO,10 S/D 25 CM,0,0,0,25.0
202002,JAKARTA SELATAN,Pancoran,PENGADEGAN,50 S/D 150 CM,121,1,0,150.0
202002,JAKARTA SELATAN,Pancoran,RAWAJATI,200 CM,282,3,0,200.0
202002,JAKARTA SELATAN,Pancoran,DUREN TIGA,10 S/D 50 CM,0,0,0,50.0
202002,JAKARTA SELATAN,Pasar Minggu,JATI PADANG,30 S/D 40 CM,0,0,0,40.0
202002,JAKARTA SELATAN,Pasar Minggu,KEBAGUSAN,5 S/D 40 CM,0,0,0,40.0
202002,JAKARTA SELATAN,Pasar Minggu,PEJATEN TIMUR,30 S/D 120 CM,329,0,0,120.0
202002,JAKARTA SELATAN,Pasar Minggu,RAGUNAN,25 S/D 50 CM,0,0,0,50.0
202002,JAKARTA SELATAN,Pasar Minggu,PASAR MINGGU,15 CM,0,0,0,15.0
202002,JAKARTA SELATAN,Pesanggrahan,BINTARO,10 S/D 30 CM,0,0,0,30.0
202002,JAKARTA SELATAN,Pesanggrahan,PETUKANGAN SELATAN,10 S/D 30 CM,0,0,0,30.0
202002,JAKARTA SELATAN,Setiabudi,GUNTUR,40 CM,0,0,0,40.0
202002,JAKARTA SELATAN,Setiabudi,KARET SEMANGGI,10 S/D 80 CM,0,0,0,80.0
202002,JAKARTA SELATAN,Setiabudi,PASAR MANGGIS,40 CM,0,0,0,40.0
202002,JAKARTA SELATAN,Setiabudi,KARET,20 S/D 30 CM,0,0,0,30.0
202002,JAKARTA SELATAN,Setiabudi,MENTENG ATAS,20 CM,0,0,0,20.0
202002,JAKARTA SELATAN,Tebet,MANGGARAI,10 S/D 80 CM,15,1,0,80.0
202002,JAKARTA SELATAN,Tebet,MANGGARAI SELATAN,20 S/D 30 CM,0,0,0,30.0
202002,JAKARTA SELATAN,Tebet,BUKIT DURI,10 S/D 100 CM,0,0,0,100.0
202002,JAKARTA SELATAN,Tebet,KEBON BARU,10 S/D 60 CM,420,1,0,60.0
202002,JAKARTA SELATAN,Tebet,MENTENG DALAM,10 S/D 130 CM,0,0,0,130.0
