data_period,city_admin,subdistrict,ward,water_height_cm,people_affected,max_evacuees,deaths,max_water_cm
201712,JAKARTA UTARA,Penjaringan,KAMAL MUARA,10 S/D 50 CM,0,0,0,50.0
201712,JAKARTA UTARA,Penjaringan,PENJARINGAN,5 S/D 30 CM,0,0,0,30.0
201712,JAKARTA UTARA,Penjaringan,PLUIT,10 S/D 30 CM,0,0,0,30.0
201712,JAKARTA UTARA,Penjaringan,PEJAGALAN,10 S/D 20 CM,0,0,0,20.0
201712,JAKARTA UTARA,Cilincing,MARUNDA,5 S/D 30 CM,369,0,0,30.0
201712,JAKARTA UTARA,Cilincing,CILINCING,5 S/D 15 CM,0,0,0,15.0
201712,JAKARTA UTARA,Pademangan,ANCOL,10 S/D 15 CM,0,0,0,15.0
201712,JAKARTA UTARA,Tanjung Priok,SUNTER AGUNG,05 S/D 15 CM,0,0,0,15.0
201712,JAKARTA UTARA,Koja,KOJA,10 S/D 15 CM,0,0,0,15.0
201712,KEPULAUAN SERIBU,Kepulauan Seribu Selatan,PULAU TIDUNG,10 S/D 20 CM,0,0,0,20.0
201702,JAKARTA BARAT,Cengkareng,CENGKARENG BARAT,21 - 24,80 CM,0,0,24.0
201702,JAKARTA BARAT,Cengkareng,CENGKARENG TIMUR,21 - 22,30 - 40 CM,0,0,22.0
201702,JAKARTA BARAT,Cengkareng,KAPUK,21 - 23,80 - 90 CM,0,0,23.0
201703,JAKARTA BARAT,Cengkareng,DURI KOSAMBI,0 - 50 CM,0,0,0,50.0
201703,JAKARTA BARAT,Cengkareng,RAWA BUAYA,30 - 50 CM,0,0,0,50.0
201703,JAKARTA BARAT,Kali Deres,SEMANAN,10 - 20 CM,0,0,0,20.0
201703,JAKARTA BARAT,Kebon Jeruk,KEBON JERUK,20 - 120 CM,0,0,0,120.0
201703,JAKARTA BARAT,Kembangan,KEMBANGAN UTARA,5 - 10 CM,0,0,0,10.0
201703,JAKARTA PUSAT,Kemayoran,KEBON KOSONG,5 - 10 CM,0,0,0,10.0
201703,JAKARTA SELATAN,Cilandak,CILANDAK BARAT,100 CM,0,0,0,100.0
201703,JAKARTA SELATAN,Cilandak,PONDOK LABU,140 - 160 CM,0,0,0,160.0
201703,JAKARTA SELATAN,Kebayoran Baru,CIPETE UTARA,60 - 80 CM,0,0,0,80.0
201703,JAKARTA SELATAN,Kebayoran Baru,PETOGOGAN,20 - 40 CM,0,0,0,40.0
201703,JAKARTA SELATAN,Kebayoran Lama,CIPULIR,10 - 100 CM,0,0,0,100.0
201703,JAKARTA SELATAN,Kebayoran Lama,PONDOK PINANG,30 - 80 CM,0,0,0,80.0
201703,JAKARTA SELATAN,Mampang Prapatan,BANGKA,70 - 100 CM,0,0,0,100.0
201703,JAKARTA SELATAN,Pancoran,KALIBATA,50 - 100 CM,0,0,0,100.0
201703,JAKARTA SELATAN,Pancoran,PENGADEGAN,50 - 100 CM,0,0,0,100.0
201703,JAKARTA SELATAN,Pancoran,RAWAJATI,50 CM,0,0,0,50.0
201703,JAKARTA SELATAN,Pasar Minggu,CILANDAK TIMUR,100 - 120 CM,65,2,0,120.0
201703,JAKARTA SELATAN,Pasar Minggu,JATI PADANG,60 - 100 CM,0,6,0,100.0
201703,JAKARTA SELATAN,Pasar Minggu,KEBAGUSAN,80 CM,120,3,0,80.0
201703,JAKARTA SELATAN,Pasar Minggu,PEJATEN BARAT,60 CM,0,0,0,60.0
201703,JAKARTA SELATAN,Pasar Minggu,PEJATEN TIMUR,40 CM,232,0,0,40.0
201703,JAKARTA SELATAN,Pesanggrahan,ULUJAMI,75 CM,3266,1,0,75.0
201703,JAKARTA SELATAN,Tebet,BUKIT DURI,30 - 40 CM,0,0,0,40.0
201703,JAKARTA SELATAN,Tebet,KEBON BARU,5 - 10 CM,0,0,0,10.0
201703,JAKARTA TIMUR,Cakung,CAKUNG TIMUR,50 - 70 CM,0,0,0,70.0
201703,JAKARTA TIMUR,Cakung,RAWA TERATE,0 - 50 CM,0,0,0,50.0
201703,JAKARTA TIMUR,Ciracas,CIBUBUR,20 - 80 CM,0,0,0,80.0
201703,JAKARTA TIMUR,Ciracas,RAMBUTAN,40 CM,0,0,0,40.0
201703,JAKARTA TIMUR,Duren Sawit,DUREN SAWIT,20 - 30 CM,0,0,0,30.0
201703,JAKARTA TIMUR,Jatinegara,BIDARA CINA,75 - 120 CM,1823,0,0,120.0
201703,JAKARTA TIMUR,Jatinegara,CIPINANG BESAR SELATAN,30 CM,0,0,0,30.0
201703,JAKARTA TIMUR,Jatinegara,CIPINANG MUARA,50 CM,0,0,0,50.0
201703,JAKARTA TIMUR,Jatinegara,KAMPUNG MELAYU,20 - 90 CM,828,0,0,90.0
201703,JAKARTA TIMUR,Kramat Jati,CAWANG,30 - 100 CM,3832,0,0,100.0
201703,JAKARTA TIMUR,Kramat Jati,CILILITAN,40 - 100 CM,0,0,0,100.0
201703,JAKARTA TIMUR,Makasar,CIPINANG MELAYU,25 - 70 CM,0,0,0,70.0
201703,JAKARTA TIMUR,Makasar,HALIM PERDANA KUSUMA,5 - 15 CM,0,0,0,15.0
201703,JAKARTA TIMUR,Makasar,MAKASAR,5 - 15 CM,0,0,0,15.0
201703,JAKARTA TIMUR,Pasar Rebo,CIJANTUNG,40 CM,0,0,0,40.0
201703,JAKARTA TIMUR,Pasar Rebo,PEKAYON,90 CM,0,0,0,90.0
201705,JAKARTA BARAT,Kec. Cengkareng,KEL. DURI KOSAMBI,10 - 30 CM,0,0,0,30.0
201705,JAKARTA BARAT,Kec. Cengkareng,KEL. RAWA BUAYA,25 S/D 40 CM,0,0,0,40.0
201705,JAKARTA BARAT,Kec. Kembangan,KEL. JOGLO,10 S/D 30 CM,0,0,0,30.0
201705,JAKARTA BARAT,Kec. Kembangan,KEL. KEMBANGAN UTARA,10 S/D 80 CM,20,1,0,80.0
201705,JAKARTA BARAT,Kec. Kembangan,KEL. KEMBANGAN SELATAN,10 S/D 50 CM,0,0,0,50.0
201705,JAKARTA BARAT,Kec. Kembangan,KEL. MERUYA SELATAN,10 S/D 30 CM,0,0,0,30.0
201705,JAKARTA BARAT,Kec. Palmerah,KEL. SLIPI,10 S/D 30 CM,0,0,0,30.0
201705,JAKARTA BARAT,Kec. Kebon Jeruk,KEL. KEDOYA SELATAN,50 S/D 70 CM,0,1,0,70.0
201705,JAKARTA SELATAN,Kec. Cilandak,KEL. LEBAK BULUS,10 - 50 CM,0,0,0,50.0
201705,JAKARTA SELATAN,Kec. Cilandak,KEL. PONDOK LABU,5 S/D 120 CM,0,0,0,120.0
201705,JAKARTA SELATAN,Kec. Mampang Prapatan,KEL. BANGKA,80 CM,0,0,0,80.0
201705,JAKARTA SELATAN,Kec. Jagakarsa,KEL. SRENGSENG SAWAH,10 S/D 30 CM,0,0,0,30.0
201705,JAKARTA SELATAN,Kec. Jagakarsa,KEL. CIPEDAK,30 CM,0,0,0,30.0
201705,JAKARTA SELATAN,Kec. Pasar Minggu,KEL. CILANDAK TIMUR,20 S/D 65 CM,0,0,0,65.0
201705,JAKARTA SELATAN,Kec. Pasar Minggu,KEL. PEJATEN TIMUR,10 S/D 20 CM,0,0,0,20.0
201705,JAKARTA SELATAN,Kec. Pasar Minggu,KEL. JATIPADANG,20 S/D 40 CM,0,0,0,40.0
201705,JAKARTA SELATAN,Kec. Kebayoran Lama,KEL. PONDOK PINANG,20 S/D 40 CM,0,0,0,40.0
201705,JAKARTA TIMUR,Kec. Cakung,KEL. CAKUNG TIMUR,10 S/D 40 CM,0,0,0,40.0
201705,JAKARTA TIMUR,Kec. Pasar Rebo,KEL. CIJANTUNG,20 S/D 60 CM,0,0,0,60.0
201705,JAKARTA TIMUR,Kec. Jatinegara,KEL. KAMPUNG MELAYU,5 S/D 110 CM,835,0,0,110.0
201705,JAKARTA TIMUR,Kec. Ciracas,KEL. RAMBUTAN,20 S/D 30 CM,0,0,0,30.0
201705,JAKARTA TIMUR,Kec. Ciracas,KEL. SUSUKAN,30 S/D 40 CM,0,0,0,40.0
201705,JAKARTA TIMUR,Kec. Ciracas,KEL. CIRACAS,10 S/D 30 CM,0,0,0,30.0
201705,JAKARTA TIMUR,Kec. Makasar,KEL. HALIM PERDANA KUSUMA,5 CM,0,0,0,5.0
201705,JAKARTA TIMUR,Kec. Kramat Jati,KEL. CAWANG,5 S/D 60 CM,2565,0,0,60.0
201711,JAKARTA BARAT,Cengkareng,KAPUK,20 - 40 CM,0,0,0,40.0
201711,JAKARTA BARAT,Cengkareng,CENGKARENG TIMUR,30 - 40 CM,0,0,0,40.0
201711,JAKARTA BARAT,Cengkareng,RAWA BUAYA,10 - 50 CM,0,0,0,50.0
201711,JAKARTA BARAT,Kembangan,KEMBANGAN SELATAN,10 - 30 CM,0,0,0,30.0
201711,JAKARTA BARAT,Kembangan,SRENGSENG,20 - 50 CM,0,0,0,50.0
201711,JAKARTA BARAT,Kebon Jeruk,KEDOYA SELATAN,30 - 70 CM,0,0,0,70.0
201711,JAKARTA BARAT,Kebon Jeruk,KEDOYA UTARA,25 CM,0,0,0,25.0
201711,JAKARTA BARAT,Kebon Jeruk,DURI KEPA,10 - 40 CM,0,0,0,40.0
201711,JAKARTA BARAT,Grogol Petamburan,TANJUNG DUREN UTARA,10 - 30 CM,0,0,0,30.0
201711,JAKARTA BARAT,Grogol Petamburan,WIJAYA KUSUMA,20 - 25 CM,0,0,0,25.0
201711,JAKARTA PUSAT,Cempaka Putih,CEMPAKA PUTIH TIMUR,10 - 20 CM,0,0,0,20.0
201711,JAKARTA SELATAN,Pasar Minggu,JATI PADANG,10 - 60 CM,40,1,0,60.0
201711,JAKARTA SELATAN,Pasar Minggu,RAGUNAN,10 - 70 CM,0,0,0,70.0
201711,JAKARTA SELATAN,Pasar Minggu,CILANDAK TIMUR,70 CM,34,2,0,70.0
201711,JAKARTA SELATAN,Pasar Minggu,PEJATEN TIMUR,20 - 50 CM,0,0,0,50.0
201711,JAKARTA SELATAN,Pancoran,PENGADEGAN,30 CM,0,0,0,30.0
201711,JAKARTA SELATAN,Pesanggrahan,ULUJAMI,10 - 150 CM,3186,6,0,150.0
201711,JAKARTA SELATAN,Pesanggrahan,BINTARO,10 - 80 CM,60,1,0,80.0
201711,JAKARTA SELATAN,Pesanggrahan,PETUKANGAN UTARA,30 - 40 CM,0,0,0,40.0
201711,JAKARTA SELATAN,Pesanggrahan,PETUKANGAN SELATAN,30 - 90 CM,788,0,0,90.0
201711,JAKARTA SELATAN,Kebayoran Lama,CIPULIR,30 - 50 CM,0,0,0,50.0
201711,JAKARTA SELATAN,Kebayoran Lama,PONDOK PINANG,10 - 50 CM,0,0,0,50.0
201711,JAKARTA SELATAN,Kebayoran Lama,KEBAYORAN LAMA UTARA,10 - 50 CM,0,0,0,50.0
201711,JAKARTA SELATAN,Kebayoran Baru,CIPETE UTARA,25 CM,0,0,0,25.0
201711,JAKARTA SELATAN,Kebayoran Baru,PETOGOGAN,10 - 20 CM,0,0,0,20.0
201711,JAKARTA SELATAN,Cilandak,CILANDAK BARAT,10 - 40 CM,0,0,0,40.0
201711,JAKARTA SELATAN,Cilandak,LEBAK BULUS,10 - 40 CM,0,0,0,40.0
201711,JAKARTA SELATAN,Mampang Prapatan,BANGKA,20 - 100 CM,0,0,0,100.0
201711,JAKARTA TIMUR,Jatinegara,KAMPUNG MELAYU,5 - 80 CM,724,0,0,80.0
201711,JAKARTA TIMUR,Jatinegara,BIDARA CINA,10 - 60 CM,1673,0,0,60.0
201711,JAKARTA TIMUR,Kramat Jati,CAWANG,10 - 50 CM,0,0,0,50.0
201711,JAKARTA TIMUR,Kramat Jati,CILILITAN,20 - 50 CM,0,0,0,50.0
201711,JAKARTA TIMUR,Makasar,CIPINANG MELAYU,10 CM,0,0,0,10.0
201711,JAKARTA UTARA,Tanjung Priok,SUNTER JAYA,10 - 30 CM,0,0,0,30.0
201711,JAKARTA UTARA,Penjaringan,PENJARINGAN,10 - 15 CM,0,0,0,15.0
201711,JAKARTA UTARA,Penjaringan,PLUIT,20 - 40 CM,0,0,0,40.0
201711,JAKARTA UTARA,Penjaringan,KAMAL MUARA,20 - 40 CM,0,0,0,40.0
201701,JAKARTA BARAT,Kebon Jeruk,KELAPA DUA,20 - 30 CM,0,0,0,30.0
201701,JAKARTA SELATAN,Kebayoran Baru,PETOGOGAN,10 - 70 CM,0,0,0,70.0
201701,JAKARTA SELATAN,Kebayoran Lama,CIPULIR,30 - 40 CM,0,0,0,40.0
201701,JAKARTA SELATAN,Kebayoran Lama,KEBAYORAN LAMA SELATAN,10 - 40 CM,0,0,0,40.0
201701,JAKARTA TIMUR,Duren Sawit,KLENDER,20 - 30 CM,0,0,0,30.0
201702,JAKARTA BARAT,Cengkareng,KEDAUNG KALI ANGKE,21 - 22,40 - 100 CM,0,0,22.0
201702,JAKARTA BARAT,Cengkareng,RAWA BUAYA,20 - 24,100 CM,0,0,24.0
201702,JAKARTA BARAT,Grogol Petamburan,WIJAYA KESUMA,16,10 CM,0,0,16.0
201702,JAKARTA BARAT,Kali Deres,SEMANAN,21,40 CM,0,0,21.0
201702,JAKARTA BARAT,Kali Deres,TEGAL ALUR,21 - 23,50 - 80 CM,0,0,23.0
201702,JAKARTA BARAT,Kebon Jeruk,KEDOYA SELATAN,26,20 - 70 CM,0,0,26.0
201702,JAKARTA BARAT,Kebon Jeruk,KEDOYA UTARA,21 - 22,30 - 60 CM,0,0,22.0
201702,JAKARTA BARAT,Kembangan,KEMBANGAN SELATAN,24,40 CM,0,0,24.0
201702,JAKARTA BARAT,Kembangan,KEMBANGAN UTARA,21 - 22,60 CM,0,0,22.0
201702,JAKARTA BARAT,Taman Sari,GLODOK,21,50 CM,0,0,21.0
201702,JAKARTA PUSAT,Cempaka Putih,CEMPAKA PUTIH BARAT,21 - 22,30 - 70 CM,0,0,22.0
201702,JAKARTA PUSAT,Kemayoran,SERDANG,21 - 22,30 - 70 CM,0,0,22.0
201702,JAKARTA PUSAT,Tanah Abang,PETAMBURAN,"14, 21",10 - 40 CM,0,0,21.0
201702,JAKARTA SELATAN,Cilandak,CIPETE SELATAN,26,30 - 60 CM,0,0,26.0
201702,JAKARTA SELATAN,Cilandak,PONDOK LABU,"24, 26",25 - 50 CM,0,0,26.0
201702,JAKARTA SELATAN,Kebayoran Baru,PETOGOGAN,"12, 21 - 22, 24",20 - 50 CM,0,0,24.0
201702,JAKARTA SELATAN,Kebayoran Lama,CIPULIR,"16, 24 - 26",40 - 50 CM,0,0,26.0
201702,JAKARTA SELATAN,Kebayoran Lama,KEBAYORAN LAMA SELATAN,"19, 25 - 26",10 - 20 CM,0,0,26.0
201702,JAKARTA SELATAN,Kebayoran Lama,KEBAYORAN LAMA UTARA,24,10 CM,0,0,24.0
201702,JAKARTA SELATAN,Kebayoran Lama,PONDOK PINANG,24,80 CM,0,0,24.0
201702,JAKARTA SELATAN,Mampang Prapatan,BANGKA,"19, 21 - 22, 26",30 - 50 CM,0,0,26.0
201702,JAKARTA SELATAN,Mampang Prapatan,KUNINGAN BARAT,21 - 22,100 CM,0,0,22.0
201702,JAKARTA SELATAN,Pancoran,KALIBATA,21,60 - 120 CM,0,0,21.0
201702,JAKARTA SELATAN,Pancoran,PENGADEGAN,"16, 21 - 22",20 - 80 CM,0,0,22.0
201702,JAKARTA SELATAN,Pancoran,RAWAJATI,"12 - 13, 15 - 17, 25 - 26",20 - 40 CM,0,0,26.0
201702,JAKARTA SELATAN,Pasar Minggu,CILANDAK TIMUR,"12 - 13, 26",20 - 50 CM,0,0,26.0
201702,JAKARTA SELATAN,Pasar Minggu,JATI PADANG,"19, 21 - 22",10 - 20 CM,0,0,22.0
201702,JAKARTA SELATAN,Pasar Minggu,PEJATEN BARAT,19,10 - 20 CM,0,0,19.0
201702,JAKARTA SELATAN,Pasar Minggu,PEJATEN TIMUR,"16, 19, 25 - 28",40 - 150 CM,0,0,28.0
201702,JAKARTA SELATAN,Pesanggrahan,ULUJAMI,24 - 26,20 - 60 CM,0,0,26.0
201702,JAKARTA SELATAN,Tebet,BUKIT DURI,"12 - 13, 15 - 16, 21 - 22",30 - 160 CM,0,0,22.0
201702,JAKARTA SELATAN,Tebet,KEBON BARU,16,20 - 120 CM,0,0,16.0
201702,JAKARTA TIMUR,Cakung,CAKUNG TIMUR,19,30 - 90 CM,0,0,19.0
201702,JAKARTA TIMUR,Cakung,PENGGILINGAN,21 - 22,50 - 100 CM,0,0,22.0
201702,JAKARTA TIMUR,Cakung,PULO GEBANG,11,10 - 30 CM,0,0,11.0
201702,JAKARTA TIMUR,Cakung,RAWA TERATE,"19, 21 - 25",100 - 200 CM,0,0,25.0
201702,JAKARTA TIMUR,Cipayung,CEGER,21,50 - 70 CM,0,0,21.0
201702,JAKARTA TIMUR,Ciracas,CIBUBUR,"15 - 16, 25 - 26",10 - 50 CM,0,0,26.0
201702,JAKARTA TIMUR,Ciracas,RAMBUTAN,"16, 19, 21 - 22",10 - 30 CM,0,0,22.0
201702,JAKARTA TIMUR,Duren Sawit,KLENDER,21,60 - 100 CM,0,0,21.0
201702,JAKARTA TIMUR,Duren Sawit,PONDOK BAMBU,21 - 22,100 CM,0,0,22.0
201702,JAKARTA TIMUR,Duren Sawit,PONDOK KELAPA,21 - 22,50 - 150 CM,0,0,22.0
201702,JAKARTA TIMUR,Jatinegara,BALI MESTER,15,40 CM,0,0,15.0
201702,JAKARTA TIMUR,Jatinegara,BIDARA CINA,"12 - 13, 15 - 16, 21 - 22, 26 - 27",20 - 30 CM,0,0,27.0
201702,JAKARTA TIMUR,Jatinegara,CIPINANG MUARA,19 - 22,250 CM,0,0,22.0
201702,JAKARTA TIMUR,Jatinegara,KAMPUNG MELAYU,"11 - 17, 21 - 22, 25 - 28",30 - 100 CM,0,0,28.0
201702,JAKARTA TIMUR,Kramat Jati,CAWANG,"12 - 13, 15 - 16, 21 - 22, 25 - 28",70 - 100 CM,0,0,28.0
201702,JAKARTA TIMUR,Kramat Jati,CILILITAN,15 - 16,15 - 25 CM,0,0,16.0
201702,JAKARTA TIMUR,Kramat Jati,KRAMAT JATI,21,20 CM,0,0,21.0
201702,JAKARTA TIMUR,Makasar,CIPINANG MELAYU,"14, 16, 19 - 24, 26",50 - 200 CM,0,0,26.0
201702,JAKARTA TIMUR,Makasar,HALIM PERDANA KUSUMA,"19, 21 - 22",50 - 70 CM,0,0,22.0
201702,JAKARTA TIMUR,Makasar,KEBON PALA,21 - 22,10 - 50 CM,0,0,22.0
201702,JAKARTA TIMUR,Makasar,MAKASAR,"19, 21 - 22",40 - 47 CM,0,0,22.0
201702,JAKARTA TIMUR,Matraman,UTAN KAYU SELATAN,21 - 22,30 - 40 CM,0,0,22.0
201702,JAKARTA TIMUR,Pasar Rebo,PEKAYON,"21, 25 - 26",60 CM,0,0,26.0
201709,JAKARTA SELATAN,Kec.Kebayoran Baru,KEL. PETOGOGAN,10 S/D 50 CM,0,0,0,50.0
201704,JAKARTA BARAT,Cengkareng,RAWA BUAYA,20 - 25 CM,0,0,0,25.0
201704,JAKARTA BARAT,Kebon Jeruk,KEDOYA SELATAN,30 - 60 CM,0,0,0,60.0
201704,JAKARTA BARAT,Kembangan,KEMBANGAN UTARA,20 - 70 CM,96,0,0,70.0
201704,JAKARTA SELATAN,Cilandak,CIPETE SELATAN,70 - 80 CM,0,0,0,80.0
201704,JAKARTA SELATAN,Cilandak,PONDOK LABU,80 - 100 CM,0,0,0,100.0
201704,JAKARTA SELATAN,Kebayoran Baru,CIPETE UTARA,50 - 60 CM,0,0,0,60.0
201704,JAKARTA SELATAN,Kebayoran Baru,PETOGOGAN,70 CM,0,0,0,70.0
201704,JAKARTA SELATAN,Kebayoran Lama,CIPULIR,20 - 50 CM,0,0,0,50.0
201704,JAKARTA SELATAN,Mampang Prapatan,BANGKA,30 - 60 CM,0,0,0,60.0
201704,JAKARTA SELATAN,Pancoran,RAWAJATI,30 - 50 CM,0,0,0,50.0
201704,JAKARTA SELATAN,Pasar Minggu,CILANDAK TIMUR,30 - 100 CM,1200,1,0,100.0
201704,JAKARTA SELATAN,Pasar Minggu,PEJATEN TIMUR,60 CM,0,1,0,60.0
201704,JAKARTA SELATAN,Pasar Minggu,RAGUNAN,50 - 60 CM,0,0,0,60.0
201704,JAKARTA SELATAN,Pesanggrahan,ULUJAMI,15 - 40 CM,0,0,0,40.0
201704,JAKARTA SELATAN,Setiabudi,KARET SEMANGGI,30 - 60 CM,0,0,0,60.0
201704,JAKARTA SELATAN,Tebet,KEBON BARU,20 CM,0,0,0,20.0
201704,JAKARTA SELATAN,Tebet,BUKIT DURI,10 - 40 CM,0,0,0,40.0
201704,JAKARTA TIMUR,Cakung,CAKUNG TIMUR,30 - 45 CM,0,0,0,45.0
201704,JAKARTA TIMUR,Cakung,PULO GEBANG,40 - 60 CM,0,0,0,60.0
201704,JAKARTA TIMUR,Ciracas,CIBUBUR,30 - 80 CM,0,0,0,80.0
201704,JAKARTA TIMUR,Ciracas,KELAPA DUA WETAN,10 - 30 CM,0,0,0,30.0
201704,JAKARTA TIMUR,Ciracas,RAMBUTAN,25 - 80 CM,0,0,0,80.0
201704,JAKARTA TIMUR,Duren Sawit,PONDOK BAMBU,10 - 30 CM,0,0,0,30.0
201704,JAKARTA TIMUR,Jatinegara,BIDARA CINA,20 - 40 CM,0,0,0,40.0
201704,JAKARTA TIMUR,Jatinegara,CIPINANG MUARA,30 - 40 CM,0,0,0,40.0
201704,JAKARTA TIMUR,Jatinegara,KAMPUNG MELAYU,40 - 100 CM,835,0,0,100.0
201704,JAKARTA TIMUR,Kramat Jati,CAWANG,50 - 120 CM,0,0,0,120.0
201704,JAKARTA TIMUR,Kramat Jati,CILILITAN,20 - 50 CM,0,0,0,50.0
201704,JAKARTA TIMUR,Makasar,CIPINANG MELAYU,70 - 200 CM,0,4,0,200.0
201704,JAKARTA TIMUR,Makasar,KEBON PALA,10 - 20 CM,0,0,0,20.0
201704,JAKARTA TIMUR,Makasar,MAKASAR,20 - 30 CM,0,0,0,30.0
201704,JAKARTA TIMUR,Pasar Rebo,KALISARI,10 - 50 CM,0,0,0,50.0
201704,JAKARTA TIMUR,Pasar Rebo,PEKAYON,50 - 80 CM,0,0,0,80.0
201706,JAKARTA SELATAN,Pasar Minggu,PEJATEN TIMUR,10 - 40 CM,0,0,0,40.0
201706,JAKARTA SELATAN,Tebet,KEBON BARU,10 CM,0,0,0,10.0
201706,JAKARTA TIMUR,Jatinegara,BIDARA CINA,10 - 15 CM,0,0,0,15.0
201706,JAKARTA TIMUR,Jatinegara,KAMPUNG MELAYU,10 - 110 CM,856,0,0,110.0
201706,JAKARTA TIMUR,Kramat Jati,CAWANG,10 - 60 CM,3691,0,0,60.0
201708,JAKARTA BARAT,Kec.Kembangan,KEL. KEMBANGAN SELATAN,15 CM,0,0,0,15.0
201708,JAKARTA SELATAN,Kec.Kebayoran Lama,KEL. CIPULIR,20 S/D 50 CM,0,0,0,50.0
201708,JAKARTA SELATAN,Kec.Kebayoran Lama,KEL. PONDOK PINANG,10 S/D 40 CM,0,0,0,40.0
201708,JAKARTA SELATAN,Kec.Cilandak,KEL. PONDOK LABU,10 S/D 80 CM,0,0,0,80.0
201708,JAKARTA SELATAN,Kec.Kebayoran Baru,KEL. PETOGOGAN,10 S/D 20 CM,0,0,0,20.0
201708,JAKARTA TIMUR,Kec. Ciracas,KEL. RAMBUTAN,20 S/D 30 CM,0,0,0,30.0
201702,JAKARTA TIMUR,Pulo Gadung,KAYU PUTIH,21 - 22,30 - 50 CM,0,0,22.0
201702,JAKARTA UTARA,Cilincing,CILINCING,17,20 - 30 CM,0,0,17.0
201702,JAKARTA UTARA,Cilincing,SEMPER BARAT,17,20 - 30 CM,0,0,17.0
201702,JAKARTA UTARA,Cilincing,SEMPER TIMUR,"17, 19 - 21",15 - 20 CM,0,0,21.0
201702,JAKARTA UTARA,Cilincing,SUKAPURA,21,40 - 50 CM,0,0,21.0
201702,JAKARTA UTARA,Koja,TUGU SELATAN,"16, 21 - 22",10 - 20 CM,0,0,22.0
201702,JAKARTA UTARA,Penjaringan,PEJAGALAN,19,30 CM,0,0,19.0
201702,JAKARTA UTARA,Penjaringan,PENJARINGAN,21 - 22,30 - 40 CM,0,0,22.0
201702,JAKARTA UTARA,Tanjung Priok,TANJUNG PRIUK,17,30 CM,0,0,17.0
201707,JAKARTA SELATAN,Pasar Minggu,PEJATEN TIMUR,10 - 50 CM,0,0,0,50.0
201707,JAKARTA SELATAN,Kebayoran Lama,PONDOK PINANG,05 - 10 CM,0,0,0,10.0
201707,JAKARTA TIMUR,Jatinegara,BIDARA CINA,10 - 20 CM,0,0,0,20.0
